Epoch,Net Sparsity
1,0.39624183006535946
2,0.41431781045751637
3,0.414624183006536
4,0.41513480392156865
5,0.43392565359477125
6,0.4401552287581699
7,0.4408700980392157
8,0.450265522875817
9,0.4459763071895425
10,0.4504697712418301
11,0.4553717320261438
12,0.45210375816993464
13,0.4583333333333333
14,0.4591503267973856
15,0.4616013071895425
16,0.46282679738562094
17,0.46435866013071897
18,0.4668096405228758
19,0.46895424836601307
20,0.47201797385620914
21,0.4728349673202614
22,0.4733455882352941
23,0.47497957516339867
24,0.47487745098039214
25,0.4747753267973856
26,0.47518382352941174
27,0.4747753267973856
28,0.474468954248366
29,0.4750816993464052
30,0.47610294117647056
31,0.47630718954248363
32,0.47732843137254904
33,0.4775326797385621
34,0.4774305555555556
35,0.4780433006535948
36,0.47875816993464054
37,0.4788602941176471
38,0.4792687908496732
39,0.4794730392156863
40,0.47906454248366015
41,0.4792687908496732
42,0.4788602941176471
43,0.4791666666666667
44,0.4794730392156863
45,0.4800857843137255
46,0.48049428104575165
47,0.4810049019607843
48,0.48110702614379086
49,0.481515522875817
50,0.481515522875817
51,0.4817197712418301
52,0.4823325163398693
53,0.4820261437908497
54,0.4824346405228758
55,0.48223039215686275
56,0.48284313725490197
57,0.48335375816993464
58,0.48366013071895425
59,0.48478349673202614
60,0.4852941176470588
61,0.4856004901960784
62,0.48651960784313725
63,0.4864174836601307
64,0.4869281045751634
65,0.48713235294117646
66,0.48794934640522875
67,0.4881535947712418
68,0.4889705882352941
69,0.49029820261437906
70,0.49060457516339867
71,0.49142156862745096
72,0.4915236928104575
73,0.4918300653594771
74,0.4912173202614379
75,0.49264705882352944
76,0.4928513071895425
77,0.4933619281045752
78,0.4939746732026144
79,0.49530228758169936
80,0.49550653594771243
81,0.49560866013071897
82,0.4962214052287582
83,0.4963235294117647
84,0.49673202614379086
85,0.49673202614379086
86,0.497140522875817
87,0.49754901960784315
88,0.4976511437908497
89,0.4988766339869281
90,0.49836601307189543
91,0.49846813725490197
92,0.4988766339869281
93,0.5
94,0.5
95,0.5005106209150327
96,0.5010212418300654
97,0.5015318627450981
98,0.5023488562091504
99,0.5027573529411765
100,0.5030637254901961
101,0.5030637254901961
102,0.5029616013071896
103,0.5030637254901961
104,0.5030637254901961
105,0.5024509803921569
106,0.5023488562091504
107,0.5019403594771242
108,0.5023488562091504
109,0.5025531045751634
110,0.5030637254901961
111,0.5025531045751634
112,0.5022467320261438
113,0.5023488562091504
114,0.5027573529411765
115,0.5029616013071896
116,0.5038807189542484
117,0.5047998366013072
118,0.5051062091503268
119,0.5060253267973857
120,0.5061274509803921
121,0.5072508169934641
122,0.5080678104575164
123,0.508578431372549
124,0.5082720588235294
125,0.5088848039215687
126,0.5095996732026143
127,0.5108251633986928
128,0.5104166666666666
129,0.5108251633986928
130,0.5108251633986928
131,0.5109272875816994
132,0.5113357843137255
133,0.5118464052287581
134,0.5123570261437909
135,0.5128676470588235
136,0.5134803921568627
137,0.5132761437908496
138,0.5131740196078431
139,0.5132761437908496
140,0.5137867647058824
141,0.5139910130718954
142,0.5137867647058824
143,0.514297385620915
144,0.514297385620915
145,0.5147058823529411
146,0.5152165032679739
147,0.515625
148,0.515625
149,0.5153186274509803
150,0.5155228758169934
151,0.5161356209150327
152,0.5164419934640523
153,0.5170547385620915
154,0.516748366013072
155,0.5177696078431373
156,0.5179738562091504
157,0.5182802287581699
158,0.518484477124183
159,0.5188929738562091
160,0.5191993464052288
161,0.5193014705882353
162,0.5197099673202614
163,0.5205269607843137
164,0.5211397058823529
165,0.5218545751633987
166,0.5222630718954249
167,0.522671568627451
168,0.5230800653594772
169,0.5241013071895425
170,0.524203431372549
171,0.5236928104575164
172,0.5246119281045751
173,0.5247140522875817
174,0.5247140522875817
175,0.5248161764705882
176,0.5254289215686274
177,0.525531045751634
178,0.5260416666666666
179,0.525531045751634
180,0.525531045751634
181,0.5259395424836601
182,0.5261437908496732
183,0.5268586601307189
184,0.5273692810457516
185,0.5273692810457516
186,0.5273692810457516
187,0.5277777777777778
188,0.5281862745098039
189,0.5287990196078431
190,0.5289011437908496
191,0.5292075163398693
192,0.5294117647058824
193,0.5304330065359477
194,0.5310457516339869
195,0.5309436274509803
196,0.53125
197,0.5316584967320261
198,0.5320669934640523
199,0.5327818627450981
200,0.5334967320261438
201,0.5337009803921569
202,0.5348243464052288
203,0.5347222222222222
204,0.5350285947712419
205,0.5355392156862745
206,0.5363562091503268
207,0.5360498366013072
208,0.5365604575163399
209,0.5365604575163399
210,0.536968954248366
211,0.5374795751633987
212,0.5375816993464052
213,0.5377859477124183
214,0.5375816993464052
215,0.5377859477124183
216,0.5377859477124183
217,0.5379901960784313
218,0.538296568627451
219,0.5385008169934641
220,0.5388071895424836
221,0.5396241830065359
222,0.5401348039215687
223,0.5403390522875817
224,0.5400326797385621
225,0.5400326797385621
226,0.5407475490196079
227,0.5409517973856209
228,0.5408496732026143
229,0.5420751633986928
230,0.5424836601307189
231,0.5429942810457516
232,0.5429942810457516
233,0.5430964052287581
234,0.5433006535947712
235,0.5435049019607843
236,0.5441176470588235
237,0.5441176470588235
238,0.5442197712418301
239,0.5443218954248366
240,0.5439133986928104
241,0.5446282679738562
242,0.5447303921568627
243,0.5454452614379085
244,0.545547385620915
245,0.545751633986928
246,0.5459558823529411
247,0.5461601307189542
248,0.5470792483660131
249,0.5471813725490197
250,0.5466707516339869
251,0.5469771241830066
252,0.5472834967320261
253,0.5472834967320261
254,0.5481004901960784
255,0.5485089869281046
256,0.5492238562091504
257,0.5496323529411765
258,0.5506535947712419
259,0.5505514705882353
260,0.5508578431372549
261,0.5519812091503268
262,0.5527982026143791
263,0.5530024509803921
264,0.5534109477124183
265,0.5534109477124183
266,0.5535130718954249
267,0.553921568627451
268,0.5544321895424836
269,0.5548406862745098
270,0.5553513071895425
271,0.5556576797385621
272,0.5555555555555556
273,0.5560661764705882
274,0.5559640522875817
275,0.5563725490196079
276,0.5571895424836601
277,0.5578022875816994
278,0.5580065359477124
279,0.5585171568627451
280,0.5587214052287581
281,0.5589256535947712
282,0.5592320261437909
283,0.5598447712418301
284,0.5599468954248366
285,0.5604575163398693
286,0.5612745098039216
287,0.5614787581699346
288,0.5620915032679739
289,0.5628063725490197
290,0.5629084967320261
291,0.5631127450980392
292,0.5637254901960784
293,0.5643382352941176
294,0.5647467320261438
295,0.5651552287581699
296,0.5656658496732027
297,0.5657679738562091
298,0.5658700980392157
299,0.5654616013071896
300,0.5652573529411765
