Epoch,Net Sparsity
1,0.9854810916542474
2,0.9878868410022354
3,0.9879096420144063
4,0.987935838922007
5,0.987952333271237
6,0.9879741640275708
7,0.9879921137605564
8,0.9880168552844014
9,0.988043052192002
10,0.9880721598671137
11,0.9880930203676105
12,0.9881099998447591
13,0.9881342562406855
14,0.9881522059736711
15,0.9881803433929458
16,0.9882104213238947
17,0.9882356479756582
18,0.9882526274528067
19,0.9882749433370591
20,0.9882962889654744
21,0.9883156940822156
22,0.9883414058618977
23,0.9883676027694983
24,0.9883942848050173
25,0.9884132047938401
26,0.9884340652943369
27,0.9884515298994039
28,0.9884704498882265
29,0.9884932509003974
30,0.9885136262729757
31,0.9885281801105316
32,0.9885441893318431
33,0.9885572877856433
34,0.988567960599851
35,0.9885757226465475
36,0.9885829995653254
37,0.9885893062282662
38,0.988593672379533
39,0.9886004641703925
40,0.9886082262170889
41,0.9886130774962743
42,0.9886169585196225
43,0.9886213246708893
44,0.9886227800546448
45,0.9886261759500745
46,0.9886310272292598
47,0.9886324826130154
48,0.988634908252608
49,0.9886397595317934
50,0.9886436405551415
51,0.9886475215784898
52,0.9886489769622454
53,0.9886518877297565
54,0.9886552836251863
55,0.9886572241368604
56,0.9886591646485345
57,0.9886640159277198
58,0.9886674118231495
59,0.9886703225906607
60,0.9886775995094387
61,0.9886824507886239
62,0.9886868169398907
63,0.9886882723236463
64,0.9886902128353204
65,0.9886906979632389
66,0.9886960343703428
67,0.9886994302657724
68,0.9887023410332837
69,0.9887047666728763
70,0.9887086476962246
71,0.9887110733358172
72,0.9887134989754098
73,0.9887149543591655
74,0.9887178651266766
75,0.9887188353825137
76,0.9887222312779433
77,0.9887261123012916
78,0.9887275676850472
79,0.988731933836314
80,0.9887338743479881
81,0.9887353297317437
82,0.9887377553713363
83,0.9887396958830105
84,0.9887406661388475
85,0.9887430917784401
86,0.9887445471621957
87,0.9887469728017884
88,0.988749398441381
89,0.9887532794647292
90,0.9887542497205664
91,0.9887547348484849
92,0.9887629820230999
93,0.9887639522789369
94,0.988764922534774
95,0.9887654076626925
96,0.9887654076626925
97,0.9887663779185295
98,0.9887663779185295
99,0.9887678333022851
100,0.9887678333022851
101,0.9887697738139593
102,0.9887736548373075
103,0.9887755953489816
104,0.9887780209885743
105,0.9887809317560854
106,0.9887809317560854
107,0.9887828722677595
108,0.9887867532911078
109,0.988789664058619
110,0.9887920896982116
111,0.9887935450819673
112,0.9887945153378043
113,0.9887959707215599
114,0.9887974261053154
115,0.9887983963611525
116,0.9888017922565823
117,0.9888027625124193
118,0.9888042178961749
119,0.988807128663686
120,0.9888090691753602
121,0.9888129501987084
122,0.9888158609662195
123,0.9888187717337308
124,0.9888216825012419
125,0.988823623012916
126,0.9888289594200199
127,0.9888304148037754
128,0.9888313850596125
129,0.9888338106992052
130,0.9888381768504719
131,0.9888396322342276
132,0.9888430281296572
133,0.9888439983854943
134,0.9888459388971684
135,0.9888498199205167
136,0.9888522455601093
137,0.9888600076068058
138,0.9888614629905613
139,0.9888643737580726
140,0.9888697101651763
141,0.988871165548932
142,0.9888735911885246
143,0.9888789275956285
144,0.9888832937468952
145,0.9888852342585693
146,0.9888891152819176
147,0.9888910557935916
148,0.9888929963052657
149,0.988895907072777
150,0.9888978475844511
151,0.9888993029682066
152,0.9889031839915549
153,0.988904154247392
154,0.9889070650149031
155,0.9889085203986587
156,0.9889104609103329
157,0.9889119162940885
158,0.9889148270615996
159,0.9889162824453552
160,0.9889177378291107
161,0.9889187080849479
162,0.9889201634687034
163,0.9889225891082961
164,0.9889254998758072
165,0.9889269552595629
166,0.988929866027074
167,0.9889313214108296
168,0.9889327767945852
169,0.9889347173062594
170,0.9889361726900149
171,0.9889385983296075
172,0.9889419942250373
173,0.9889444198646299
174,0.988946360376304
175,0.988946360376304
176,0.9889487860158966
177,0.9889570331905116
178,0.9889589737021858
179,0.9889613993417784
180,0.988961884469697
181,0.9889623695976155
182,0.9889643101092896
183,0.9889647952372081
184,0.9889667357488823
185,0.9889677060047193
186,0.9889691613884749
187,0.9889696465163934
188,0.9889715870280675
189,0.9889856557377049
190,0.9889861408656234
191,0.9889880813772975
192,0.9889900218889717
193,0.9889919624006458
194,0.988996813679831
195,0.9889982690635867
196,0.9889987541915052
197,0.9889997244473423
198,0.9890026352148534
199,0.9890055459823647
200,0.9890074864940388
201,0.9890079716219573
202,0.9890113675173869
203,0.9890118526453056
204,0.9890133080290611
205,0.9890142782848982
206,0.9890157336686537
207,0.9890157336686537
208,0.9890390198087432
209,0.9890409603204173
210,0.9890419305762543
211,0.9890424157041728
212,0.9890429008320915
213,0.9890458115996026
214,0.9890492074950323
215,0.9890506628787878
216,0.9890511480067065
217,0.9890521182625435
218,0.9890545439021361
219,0.9890559992858917
220,0.9890574546696473
221,0.9890637613325882
222,0.9890652167163437
223,0.9890661869721808
224,0.9890676423559364
225,0.989069097739692
226,0.9890710382513661
227,0.9890744341467959
228,0.9890758895305514
229,0.989077344914307
230,0.9890797705538996
231,0.9890812259376552
232,0.9890831664493294
233,0.9890851069610035
234,0.9890865623447591
235,0.9890875326005961
236,0.9890899582401887
237,0.9890904433681073
238,0.9890909284960259
239,0.9890957797752111
240,0.9890967500310481
241,0.9890982054148038
242,0.9890991756706409
243,0.9890991756706409
244,0.9890991756706409
245,0.9891016013102335
246,0.9891030566939891
247,0.9891054823335818
248,0.9891083931010929
249,0.9891098484848485
250,0.9891117889965226
251,0.9891127592523596
252,0.9891156700198709
253,0.989118580787382
254,0.9891205212990561
255,0.9891234320665673
256,0.9891239171944859
257,0.989126827961997
258,0.989127798217834
259,0.9891302238574268
260,0.989135075136612
261,0.9891375007762047
262,0.9891399264157973
263,0.9891428371833085
264,0.9891428371833085
265,0.9891457479508197
266,0.9891491438462494
267,0.9891496289741679
268,0.9891510843579235
269,0.9891520546137605
270,0.9891539951254347
271,0.9891559356371088
272,0.9891564207650273
273,0.9891617571721312
274,0.9891646679396423
275,0.9891661233233979
276,0.9891700043467462
277,0.9891704894746647
278,0.9891724299863388
279,0.9891777663934426
280,0.9891879540797317
281,0.9891903797193244
282,0.9891903797193244
283,0.9891913499751614
284,0.9891932904868356
285,0.9891966863822653
286,0.9891981417660208
287,0.9891986268939394
288,0.9891995971497765
289,0.9892029930452062
290,0.9892034781731247
291,0.9892049335568803
292,0.9892054186847988
293,0.989207359196473
294,0.9892102699639841
295,0.9892117253477397
296,0.9892141509873323
297,0.989216576626925
298,0.9892199725223547
299,0.9892223981619473
300,0.98922482380154
