Epoch,Training Time (s)
1,423.09
2,414.91
3,418.21
4,419.93
5,420.85
6,414.73
7,411.96
8,410.1
9,413.31
10,429.8
11,430.57
12,432.24
13,421.2
14,416.74
15,411.84
16,412.82
17,408.56
18,408.38
19,414.37
20,408.58
21,408.68
22,409.88
23,409.77
24,414.36
25,411.47
26,404.52
27,410.61
28,406.8
29,407.18
30,404.14
