Epoch,Value
0,0.9797314291152319
1,0.9799852040168942
2,0.9803709645258941
3,0.9818522622219805
4,0.9825291841136912
5,0.9829540304892418
6,0.983317132524879
7,0.9836592754726557
8,0.9839085186796455
9,0.9841679581996483
10,0.9843135388910037
11,0.9844732811282108
12,0.9845554180941505
13,0.9846114978157232
14,0.9846670110754617
15,0.9847621766635851
16,0.984828452698171
17,0.9848833994960755
18,0.9849077573549404
19,0.984920785977124
20,0.9849349475229757
21,0.9849462767596571
22,0.9849519413779977
23,0.9849581724581724
24,0.9849649700001812
25,0.9849700681566879
26,0.984971201080356
27,0.9849762992368626
28,0.9849779986223648
29,0.9849808309315352
30,0.9849825303170373
31,0.9849870620117099
32,0.984988194935378
33,0.9849887613972121
34,0.9849904607827143
35,0.9849910272445483
36,0.9849915937063825
37,0.9849927266300506
38,0.9849927266300506
39,0.9849938595537187
40,0.9849944260155528
41,0.9849944260155528
42,0.9849944260155528
43,0.9849944260155528
44,0.9849944260155528
45,0.9849944260155528
46,0.9849949924773869
47,0.9849949924773869
48,0.9849949924773869
49,0.9849955589392209
50,0.9849955589392209
51,0.9849955589392209
52,0.9849955589392209
53,0.9849955589392209
54,0.984996125401055
55,0.984996125401055
56,0.984996125401055
57,0.984996125401055
58,0.984996125401055
59,0.984996125401055
60,0.984996125401055
61,0.984996125401055
62,0.984996125401055
63,0.984996125401055
64,0.984996125401055
65,0.984996125401055
66,0.984996125401055
67,0.984996125401055
68,0.984996125401055
69,0.984996125401055
70,0.984996125401055
71,0.984996125401055
72,0.984996125401055
73,0.984996125401055
74,0.984996125401055
75,0.984996125401055
76,0.984996125401055
77,0.984996125401055
78,0.984996125401055
79,0.984996125401055
80,0.984996125401055
81,0.984996125401055
82,0.984996125401055
83,0.984996125401055
84,0.984996125401055
85,0.984996125401055
86,0.984996125401055
87,0.984996125401055
88,0.984996125401055
89,0.984996125401055
90,0.984996125401055
91,0.984996125401055
92,0.984996125401055
93,0.984996125401055
94,0.984996125401055
95,0.984996125401055
96,0.984996125401055
97,0.984996125401055
98,0.984996125401055
99,0.984996125401055
