Epoch,Value
0,0.002271736040711403
1,0.4910300374031067
2,0.5267577171325684
3,0.5328519940376282
4,0.6003050208091736
5,0.5038084983825684
6,0.44300350546836853
7,0.5972487330436707
8,0.5243420600891113
9,0.6013611555099487
10,0.5398243069648743
11,0.5598688125610352
12,0.6434715986251831
13,0.619664192199707
14,0.6540799736976624
15,0.6622412800788879
16,0.6627813577651978
17,0.6615684032440186
18,0.6661995649337769
19,0.6702398061752319
20,0.6850589513778687
21,0.6565450429916382
22,0.6864799857139587
23,0.6928915977478027
24,0.6744040250778198
25,0.6946026086807251
26,0.6938011050224304
27,0.6736669540405273
28,0.7094316482543945
29,0.7033193707466125
30,0.6973397135734558
31,0.7017187476158142
32,0.6977700591087341
33,0.7216684222221375
34,0.6950063109397888
35,0.719211220741272
36,0.715714156627655
37,0.7231443524360657
38,0.6355006098747253
39,0.7242662310600281
40,0.7321707010269165
41,0.7213583588600159
42,0.722102701663971
43,0.7299646735191345
44,0.6863772869110107
45,0.734943151473999
46,0.7383459210395813
47,0.707256019115448
48,0.7240369319915771
49,0.6861839890480042
50,0.7369510531425476
51,0.7297143936157227
52,0.7319984436035156
53,0.7372618317604065
54,0.7410100102424622
55,0.7306087613105774
56,0.7259769439697266
57,0.7011696696281433
58,0.740155816078186
59,0.7488377690315247
60,0.7493746280670166
61,0.7388553619384766
62,0.7533817291259766
63,0.7405850887298584
64,0.7221953272819519
65,0.7444412708282471
66,0.6920254826545715
67,0.742550253868103
68,0.7403666973114014
69,0.7524197101593018
70,0.7484047412872314
71,0.7446122169494629
72,0.751189649105072
73,0.7285054326057434
74,0.7475952506065369
75,0.7540527582168579
76,0.7249147295951843
77,0.7563924193382263
78,0.6987866163253784
79,0.7440593242645264
80,0.7486164569854736
81,0.7189608812332153
82,0.7573289275169373
83,0.7519851922988892
84,0.7485164403915405
85,0.7369661331176758
86,0.752644419670105
87,0.7590907216072083
88,0.7549026608467102
89,0.7587412595748901
90,0.7586416006088257
91,0.7558433413505554
92,0.7569150924682617
93,0.7569252848625183
94,0.7670565366744995
95,0.7538443803787231
96,0.7503669261932373
97,0.7573619484901428
98,0.7465429902076721
99,0.7276582717895508
